Trading Name,Sector,Ticker,fy_ended,ROA,ROE,operating_margin,cash_flow_margin,debt_ratio_lag1,debt_equity_ratio_lag1,current_ratio_lag1,interest_coverage_ratio_lag1,gross_margin_lag1,net_profit_margin_lag1,asset_turnover_lag1,log_assets_lag1
Kimly,Consumer Cyclical,1D0.SI,2022,0.09522303334303693,0.21050840325734513,0.15067915455014666,0.2735501088913227,0.45075968840211084,1.10283786316776,1.3001000924905293,11.168,0.32757016786651133,0.16458963635906504,0.7313173039795536,19.60338292400162
UnUsUaL,Communication Services,1D1.SI,2024,0.12457049908905603,0.15091377534211353,0.14709841385414055,0.1806306522730336,0.1902353720092534,0.29667795871010216,1.7750009542822462,3.4387375505798627,0.25945823647881766,0.062330230179770144,0.4303606365955605,18.033788124477027
UnUsUaL,Communication Services,1D1.SI,2023,0.0268244775393137,0.04183360410723969,0.07859053269362082,0.369337462082445,0.25850396318296276,0.42110393870405977,2.122025116283231,-7.410395635147952,-0.2214578411967574,-1.2028990508675332,0.05280299717057103,18.035734374318615
UnUsUaL,Communication Services,1D1.SI,2022,-0.06351667517944094,-0.10346890532010147,-1.0980686723945612,0.04657606529710763,0.2422251188821429,0.36387674048082697,2.253966535031935,-15.318946866155526,-1.7848161642337501,-6.35409707693405,0.01777576780376893,18.142555010557757
Aoxin Q & M,Healthcare,1D4.SI,2024,-0.005701667762103498,-0.006647892002899251,0.006286672254819782,0.164324359630311,0.07746785860947025,0.09184158786630466,3.25715934964564,-23.562604340567614,0.6728272827282729,-0.26684719754026687,0.559923555611713,19.573054944130575
Aoxin Q & M,Healthcare,1D4.SI,2023,-0.1494140316517674,-0.17713697219361482,-0.23887619531183887,0.10069109475050068,0.08395045706359956,0.09999162711012927,2.456947777396869,-28.915129151291513,0.6553202453460826,-0.4843437994288618,0.37776624191250224,19.728637817343085
Aoxin Q & M,Healthcare,1D4.SI,2022,-0.1829687369038639,-0.2179302216239542,-0.5047487492932343,0.11431352481015739,0.0795128711971463,0.09617350584252124,2.5994351922721632,-1.1896827939762897,0.629473092770633,-0.04573604694718442,0.3639379274305319,19.902580695783936
Capital World,Real Estate,1D5.SI,2024,-0.2396591915285784,-0.5092865188674415,16.97173447537473,11.443254817987151,0.0006180969271073539,0.0011473912295179632,2.2672063685541852,-86.70520231213872,0.6672755741127349,-11.991388308977035,-0.009109797787213,19.857302182822814
Capital World,Real Estate,1D5.SI,2023,0.10923912268273085,0.2027837476445382,7.828810020876826,1.645615866388309,0.00010220301283723632,0.00022410549471287957,1.0431926792069142,589.7227722772277,0.36312706900942193,15.058059587471352,0.010561874510837553,19.73389083952131
Capital World,Real Estate,1D5.SI,2022,0.15904133573958673,0.3487376373383344,15.167303284950345,-0.952890247007894,0.11133341526361067,-0.571104358680166,0.7915875186397471,-8188.68,0.9576485461441213,-72.97534766118837,0.007776821924542214,19.82395512510694
